month,node,total_degree,betweenness,pagerank
2024-03,MFG-00062,26,0.0021713028793365935,0.0012891459687651007
2024-03,WHS-00025,25,0.001264268767821625,0.002651822061405217
2024-03,WHS-00066,25,0.007367702266546752,0.002086995062394787
2024-03,WHS-00058,25,0.011322791768324441,0.0019169918431032659
2024-03,MFG-00082,25,0.002460453649964012,0.0012742593724533796
2024-03,WHS-00087,25,0.007692727782436832,0.0016827230620414507
2024-03,WHS-00041,25,0.015430190111468891,0.0021771563899763546
2024-03,WHS-00065,25,0.013806205544887058,0.002440568343116751
2024-03,WHS-00045,25,0.00043804098858652406,0.0021847288368498875
2024-03,WHS-00038,24,0.009833081332471703,0.0019034195852022811
2024-03,WHS-00075,24,0.014641313455545561,0.0022022972552083464
2024-04,MFG-00131,68,0.036372484251057255,0.00205938265286335
2024-04,MFG-00141,55,0.0011664116493141587,0.000556150750265161
2024-04,MFG-00028,54,0.00980472029394225,0.0008789727410762214
2024-04,DST-00147,38,0.011292062823469467,0.001367966232620796
2024-04,DST-00116,37,0.017743177039478395,0.002101936890982319
2024-04,WHS-00002,28,0.011113307766990935,0.0032667568574523136
2024-04,WHS-00080,27,0.003652262829633818,0.0019795070956297456
2024-04,WHS-00025,27,0.0061730447613277265,0.0027420215094819413
2024-04,WHS-00066,26,0.00751912815243532,0.0018512568124683687
2024-04,MFG-00062,26,0.002153735967278084,0.001295975557172856
2024-04,WHS-00041,26,0.016987954915463076,0.002350107582823919
2024-04,WHS-00026,26,0.01853312826930079,0.0023245129161232896
2024-04,WHS-00084,25,0.010909220618863125,0.002241951263277869
2024-04,WHS-00065,25,0.013741247783465796,0.002443581446571107
2024-04,WHS-00045,25,0.00040253946121236256,0.002237921867315537
2024-04,MFG-00089,25,0.0029617680823038556,0.0013054905672059162
2024-04,MFG-00082,25,0.00245877940837967,0.0011315024706618666
2024-04,WHS-00087,25,0.0073158299544198325,0.0017020470166951014
2024-04,WHS-00075,25,0.01670864002538019,0.0026839364231020916
2024-04,WHS-00058,25,0.011297747916875362,0.002074780102601638
2024-05,MFG-00131,67,0.03592957788624414,0.002686297305167517
2024-05,MFG-00028,55,0.010198460614512352,0.0010228089571663955
2024-05,MFG-00141,53,0.0011526522939183138,0.0005998824099371313
2024-05,DST-00147,37,0.010186443707122461,0.0012329981796567815
2024-05,DST-00116,36,0.015995064253801927,0.0022131884694903026
2024-05,WHS-00002,28,0.011311433247321218,0.0037223062146273587
2024-05,WHS-00025,26,0.0054763106719143,0.0029292321689824317
2024-05,WHS-00075,26,0.01533460544374289,0.0026007603058388977
2024-05,WHS-00080,26,0.003791461728145466,0.0024019215093567313
2024-05,MFG-00082,26,0.0025402080358651645,0.0012412955111169442
2024-05,WHS-00066,26,0.006793182863945326,0.0015907990653854728
2024-05,MFG-00062,26,0.0020631900961846383,0.001208635757622597
2024-05,WHS-00026,25,0.01806071110911108,0.0024409725758950448
2024-05,WHS-00065,25,0.011841845294243133,0.003310205542189488
2024-05,WHS-00020,25,0.014327978454989716,0.002366572202742852
2024-05,MFG-00089,25,0.0030440011999969814,0.001368556962788843
2024-05,WHS-00064,25,0.014824642715538081,0.0026617418598188173
2024-05,WHS-00072,25,0.007499901007300077,0.0022168436251955525
2024-05,WHS-00041,25,0.015776564639103437,0.002566462001057328
2024-05,WHS-00087,25,0.007672079368242777,0.002219991213117713
2024-06,MFG-00028,54,0.010594195399636363,0.000929002008898611
2024-06,MFG-00141,52,0.0012221394862494052,0.0006180655998644358
2024-06,DST-00116,36,0.018816839862856066,0.0019361665586172389
2024-06,DST-00147,36,0.010757915698242668,0.0010724319854955606
2024-06,WHS-00002,29,0.01426460705375281,0.004114445599476477
2024-06,WHS-00041,26,0.01839178693142664,0.002979010748298889
2024-06,WHS-00066,26,0.006906514622158639,0.0018128113416138575
2024-06,WHS-00064,26,0.017249725936674048,0.0029439430886594974
2024-06,MFG-00110,26,0.001528862575629312,0.0012904420751257257
2024-06,WHS-00080,25,0.0037000817996134887,0.002377561699293857
2024-06,WHS-00065,25,0.011079429169309535,0.004017382100292593
2024-06,WHS-00026,25,0.009216726250729375,0.002824303845880599
2024-06,MFG-00062,25,0.0021979720148279495,0.0013530153832841795
2024-06,WHS-00021,25,0.012433039009333497,0.002502187922351665
2024-06,WHS-00020,25,0.01503817015687509,0.0020318485238940945
2024-06,WHS-00072,25,0.008522188644641064,0.0027802368367112647
2024-06,MFG-00089,25,0.0037246001301563425,0.0013931261044387241
2024-06,WHS-00025,25,0.006562259561037286,0.0031002201195541846
2024-06,WHS-00062,25,0.009334250025196285,0.0021825447206367597
2024-06,WHS-00045,25,0.0004602226128612233,0.0023235617978223954
2024-07,MFG-00028,52,0.009573518892864102,0.0009701954338712014
2024-07,MFG-00141,51,0.0011857306119032187,0.0005937729747414657
2024-07,DST-00116,36,0.017119133018306625,0.002049522933316353
2024-07,DST-00147,34,0.009923351334321704,0.001214965201453517
2024-07,WHS-00002,31,0.012799835040442836,0.003906257857761964
2024-07,WHS-00064,27,0.01607902577026149,0.0031193577086191904
2024-07,WHS-00072,26,0.010036430740797261,0.0024837525994654813
2024-07,MFG-00082,26,0.002643890733772577,0.0013590044922911842
2024-07,WHS-00041,26,0.016865749230413608,0.0026178021354409794
2024-07,WHS-00066,26,0.00674611266664683,0.0020310023794684958
2024-07,WHS-00080,26,0.003640257966656722,0.0021829295311196492
2024-07,WHS-00025,26,0.006134833346773489,0.0028965867334219244
2024-07,MFG-00089,26,0.003999892368044447,0.001649496773428474
2024-07,WHS-00021,25,0.011606714821720274,0.002493783200915383
2024-07,WHS-00026,25,0.009116794397849607,0.0028160771016808293
2024-07,MFG-00110,25,0.0012788817182374191,0.0011002416566048066
2024-07,MFG-00062,25,0.0020911935045594523,0.0013807584666315044
2024-07,WHS-00020,25,0.01395717238491298,0.002219822880195909
2024-07,WHS-00065,25,0.010543540289228376,0.0025000888497622065
2024-07,WHS-00038,25,0.00789662561163219,0.002217554647910299
2024-08,MFG-00028,51,0.009145821358132548,0.0010646180134447519
2024-08,MFG-00141,51,0.0011709333701356963,0.000628787192232757
2024-08,DST-00116,35,0.016901829267402812,0.002315915922302504
2024-08,DST-00147,34,0.00966187301273121,0.0012039848153919798
2024-08,WHS-00002,31,0.011860763711163572,0.004539696006915438
2024-08,WHS-00072,27,0.010102318542645776,0.0022624370857296434
2024-08,WHS-00041,27,0.016436570310691727,0.002440282099418758
2024-08,WHS-00066,26,0.0063641534608377525,0.0021988093492895685
2024-08,WHS-00020,26,0.013785477689020572,0.002587259411807083
2024-08,WHS-00021,26,0.01142460950067042,0.002320749467438839
2024-08,WHS-00080,26,0.0031455683471521612,0.002003555799943246
2024-08,WHS-00064,26,0.01643847696038385,0.0030809107026086545
2024-08,MFG-00082,26,0.002406721604231404,0.0012521610577698578
2024-08,MFG-00110,25,0.0013107210510186396,0.0009827917039449494
2024-08,MFG-00089,25,0.003763008767978523,0.0013068053061004374
2024-08,WHS-00056,25,0.004007242183895042,0.001819557838024966
2024-08,WHS-00026,25,0.008565969617731735,0.002808464111977352
2024-08,WHS-00025,25,0.0063004858755213115,0.00243789813955054
2024-08,WHS-00065,25,0.01092640518446868,0.0030853210190170616
2024-08,WHS-00075,25,0.0073787409413531195,0.0026400333261202735
2024-09,MFG-00141,51,0.0011437774213325317,0.0005827755996893618
2024-09,MFG-00028,50,0.009345501282455536,0.0011515924022181454
2024-09,DST-00147,33,0.009065491263800228,0.001653276974437942
2024-09,WHS-00002,32,0.014421895895502026,0.003808091511208605
2024-09,DST-00116,32,0.014845819594719213,0.002392717791153095
2024-09,WHS-00041,28,0.017436576607400146,0.003041328628864177
2024-09,WHS-00080,28,0.004695447382120502,0.0021615410661832064
2024-09,WHS-00050,28,0.008504257222232674,0.002100480120048581
2024-09,MFG-00082,27,0.002313653364102289,0.00134569620615493
2024-09,MFG-00110,27,0.0016817224702293083,0.0010515425848729686
2024-09,WHS-00072,27,0.009730576989960058,0.002462067486235767
2024-09,WHS-00066,26,0.006041741333661356,0.0016856712359335562
2024-09,WHS-00020,26,0.012943829632700207,0.002355021137651616
2024-09,MFG-00062,26,0.0020040434214939804,0.0013526454615461478
2024-09,WHS-00064,26,0.01584937637840838,0.0034036654680290584
2024-09,MFG-00089,26,0.0039802832399504166,0.0014528901153459132
2024-09,WHS-00021,26,0.0113128645152151,0.0030760685276265826
2024-09,WHS-00056,25,0.004331868749100012,0.0013293529195447322
2024-09,WHS-00055,25,0.0068232951009081794,0.0027876062845224926
2024-09,WHS-00026,25,0.008499876563226396,0.002792641060882388
2024-10,MFG-00141,50,0.0009982884370548588,0.0005450056558715423
2024-10,MFG-00028,48,0.00873865764223681,0.0010577311342550254
2024-10,DST-00147,33,0.009374272287346197,0.0016201541459418365
2024-10,WHS-00002,32,0.013707827876757117,0.0048130594367547935
2024-10,WHS-00050,30,0.008675863732907308,0.002320800044097472
2024-10,DST-00116,30,0.014102346200114782,0.0024832790098230704
2024-10,WHS-00041,28,0.016607011288822648,0.0028132131611087957
2024-10,WHS-00026,27,0.007794563935947834,0.0027281238299588424
2024-10,WHS-00064,27,0.01576644580833497,0.003385583788958195
2024-10,MFG-00082,27,0.0025217678328113176,0.00125455699304875
2024-10,WHS-00066,27,0.006063004415787372,0.002049286477754905
2024-10,WHS-00080,27,0.0036628624979216148,0.0018843944844116817
2024-10,MFG-00110,26,0.0014074754921213923,0.0011595454703510022
2024-10,MFG-00062,26,0.00409313565196575,0.0018329899034802623
2024-10,WHS-00072,26,0.008810842058780714,0.002406213234406505
2024-10,WHS-00038,26,0.00791544152775893,0.0023722879984633123
2024-10,MFG-00089,26,0.00360606357067628,0.001581604602190587
2024-10,WHS-00062,25,0.006142579209812555,0.002883372450374425
2024-10,WHS-00068,25,0.011247637091416776,0.001879517302114371
2024-10,WHS-00056,25,0.0044195788455202575,0.0017748093381821798
2024-11,MFG-00028,49,0.009080728216617779,0.0010149599554779476
2024-11,MFG-00141,49,0.0011833979426026267,0.00064838988969461
2024-11,DST-00147,33,0.009017313639208931,0.001578070500175766
2024-11,WHS-00050,33,0.008831123765548536,0.0023382001194270237
2024-11,WHS-00002,32,0.012885973955976415,0.004388392711857663
2024-11,DST-00116,29,0.01286965704238608,0.002226167824321824
2024-11,WHS-00041,29,0.015761181170804023,0.003038794981622942
2024-11,WHS-00026,28,0.009625634434259225,0.002962845218898109
2024-11,MFG-00089,27,0.003797156458145683,0.001688864458983972
2024-11,MFG-00082,27,0.002392380705497831,0.0012234660265231132
2024-11,WHS-00080,27,0.0028731032016800296,0.0020498740634076343
2024-11,WHS-00064,27,0.0154632618207949,0.003053509247112926
2024-11,WHS-00030,26,0.004899957220083018,0.002663794394939168
2024-11,WHS-00072,26,0.009014293441148844,0.0024909918768757935
2024-11,WHS-00055,26,0.007210672583708782,0.0024727657074309806
2024-11,WHS-00038,26,0.007149154310432234,0.0020414596961154836
2024-11,WHS-00066,25,0.005938379572879765,0.0018710025285425449
2024-11,WHS-00024,25,0.00578228573410407,0.0019516415438962105
2024-11,WHS-00020,25,0.010507044889690344,0.0029309146048276257
2024-11,WHS-00025,25,0.006295769657454056,0.0028533115929077956
2024-12,MFG-00141,48,0.0010679342305011943,0.0005882264625899273
2024-12,MFG-00028,47,0.008304941371412328,0.0011288718211452326
2024-12,WHS-00050,33,0.008672125240407511,0.0026164622095641993
2024-12,WHS-00002,33,0.012699707458259943,0.004339078037132212
2024-12,DST-00147,33,0.008503258031006272,0.0015554342440825327
2024-12,WHS-00041,29,0.015006567379091638,0.0029515921184946137
2024-12,WHS-00026,29,0.009015486378682719,0.0025813254376688913
2024-12,WHS-00080,28,0.004555257856569055,0.00230109586548791
2024-12,DST-00116,27,0.012057108212640236,0.0018691008313586486
2024-12,MFG-00082,27,0.0022442756380591125,0.001013324861024764
2024-12,MFG-00089,27,0.00391287018809929,0.0014901765201966314
2024-12,WHS-00030,26,0.004820494470693166,0.002538537191062832
2024-12,WHS-00069,26,0.009662659582307583,0.0024078175789247827
2024-12,WHS-00064,26,0.012492153388157156,0.00353002753055334
2024-12,WHS-00025,26,0.006259584996274639,0.0026801712577620607
2024-12,WHS-00068,26,0.0112341725340798,0.00264188132015825
2024-12,WHS-00055,26,0.0066601315974616805,0.0029857140964545266
2024-12,WHS-00066,25,0.005661226174738752,0.002156897758099921
2024-12,WHS-00072,25,0.008455577861928638,0.0027974282556913026
2024-12,WHS-00065,25,0.009240312183756101,0.002111999880113239
2025-01,MFG-00141,47,0.0011198152341550247,0.0005390568648930344
2025-01,MFG-00028,46,0.0076849212520711295,0.0009438596590538423
2025-01,WHS-00002,33,0.012193438311323312,0.003803347048092465
2025-01,DST-00147,32,0.008726978431895373,0.0013341049072048397
2025-01,WHS-00050,31,0.007482879792644778,0.0022846245607278616
2025-01,WHS-00026,30,0.008908628293817283,0.003008279837178707
2025-01,WHS-00041,29,0.014407698207217596,0.0032386735105226277
2025-01,WHS-00080,28,0.004474950026780032,0.0024223399085240523
2025-01,MFG-00089,28,0.004013149553421422,0.0016990507895638003
2025-01,WHS-00025,28,0.006439463243316952,0.0026222332082560555
2025-01,MFG-00082,27,0.0022146627083563255,0.0012305076358370705
2025-01,WHS-00064,27,0.012098228746485496,0.0037843808077661135
2025-01,DST-00116,27,0.011389536501766658,0.001962649740135664
2025-01,WHS-00038,27,0.007248766987046796,0.002241432145213124
2025-01,WHS-00030,26,0.0046586457352909335,0.002567744299218369
2025-01,WHS-00055,26,0.0060629563934081,0.0025581225269888774
2025-01,WHS-00020,26,0.009937559488807675,0.003513093604233585
2025-01,WHS-00069,26,0.010125797488398277,0.0025906713394513348
2025-01,WHS-00031,26,0.005112019085703345,0.0023704558723498955
2025-01,WHS-00087,25,0.010234615705395479,0.002418456162730549
2025-02,MFG-00141,47,0.001074308372237564,0.0005837000538431784
2025-02,MFG-00028,46,0.007848034762812364,0.0010250353499166183
2025-02,WHS-00002,34,0.012465383964408671,0.00357644188155902
2025-02,WHS-00050,31,0.007435272020088697,0.0022304771621400586
2025-02,DST-00147,31,0.009208841919622237,0.0014832292415520182
2025-02,WHS-00026,31,0.008638922392714162,0.00312242101699513
2025-02,WHS-00041,30,0.014204808514567359,0.002997787138525306
2025-02,MFG-00089,30,0.004652516936111089,0.0017021517649031441
2025-02,WHS-00080,30,0.00441912903321177,0.0026566843741999174
2025-02,WHS-00025,28,0.006573578893859198,0.0023852760090218358
2025-02,WHS-00068,28,0.014317082032691842,0.001953865827604425
2025-02,WHS-00064,28,0.01229049103577214,0.003223912141305117
2025-02,WHS-00069,28,0.010654619841710572,0.0024986037362490976
2025-02,WHS-00038,28,0.007599160852857018,0.0024614747216676657
2025-02,MFG-00082,27,0.002104833454083518,0.0014705594418259705
2025-02,WHS-00031,27,0.005594725554224625,0.0023011759173544
2025-02,WHS-00030,26,0.0049571149544142094,0.0027289942915099887
2025-02,DST-00116,26,0.012067234911099914,0.0016334500478461934
2025-02,WHS-00055,26,0.006120023619429271,0.0026499438653331563
2025-02,WHS-00096,26,0.003770018812413383,0.003032313751217839
2025-03,MFG-00141,47,0.0010750104298311823,0.000599919166527027
2025-03,MFG-00028,44,0.007969642289550164,0.0013359807825959874
2025-03,WHS-00002,34,0.011205302448808619,0.004116469838768131
2025-03,WHS-00050,32,0.007826245315162433,0.0026845741784679673
2025-03,DST-00147,32,0.010138660723270597,0.002130080077597353
2025-03,WHS-00026,30,0.008519592079482434,0.0033951728298563903
2025-03,WHS-00080,30,0.004433146667088146,0.002709801728008127
2025-03,WHS-00041,29,0.013058342646444848,0.003245164400738566
2025-03,WHS-00069,29,0.010975686610982315,0.003150582317499668
2025-03,WHS-00038,29,0.008234876352812096,0.0025439142594210215
2025-03,WHS-00025,29,0.0070503821586952,0.0026457252639848377
2025-03,MFG-00089,29,0.004062131029071618,0.0017437453779862863
2025-03,WHS-00064,28,0.011733364765319484,0.0029240804035635614
2025-03,WHS-00068,28,0.01369845723634797,0.002316482183127469
2025-03,WHS-00020,27,0.009231148684029746,0.0029710334168454645
2025-03,MFG-00082,27,0.0021380646384243783,0.0012681685366011265
2025-03,WHS-00091,26,0.007594265341281195,0.002237380780388176
2025-03,WHS-00031,26,0.004919297276976109,0.0023669571990645824
2025-03,WHS-00066,26,0.005767570919426057,0.0019677804846434358
2025-03,WHS-00030,26,0.005120364204778077,0.002461589222765328
2025-04,MFG-00141,46,0.001055832769259623,0.000548840232369062
2025-04,MFG-00028,43,0.007657699798304709,0.0012128694763919206
2025-04,WHS-00002,33,0.010472461863084596,0.0036883474589492517
2025-04,WHS-00050,32,0.008584576080658745,0.002638372011755703
2025-04,DST-00147,32,0.009724973828459993,0.001874125323020373
2025-04,WHS-00026,31,0.008232846451271205,0.0029843851883597167
2025-04,WHS-00064,30,0.01283346905686116,0.0033362763100941825
2025-04,WHS-00080,29,0.00401845712350447,0.0022274407573146457
2025-04,WHS-00068,29,0.014171391893375346,0.0020305247817322455
2025-04,WHS-00041,29,0.011917917297771348,0.0027419290315618245
2025-04,WHS-00069,29,0.01032764770074135,0.002479760846346181
2025-04,WHS-00025,28,0.005728393129836146,0.0021555106302278454
2025-04,MFG-00089,28,0.0039034884698762287,0.0016049762949761728
2025-04,WHS-00038,28,0.007078333061345773,0.0020329786995916116
2025-04,WHS-00020,27,0.009046798710398997,0.0027980634245975675
2025-04,WHS-00030,27,0.0054463782070861815,0.002523118008683491
2025-04,WHS-00055,27,0.006978379398177351,0.0028349114394482376
2025-04,WHS-00031,27,0.00486795571146928,0.0024643110226985855
2025-04,WHS-00066,27,0.005595838724832081,0.0023057665629029004
2025-04,WHS-00096,26,0.004172424986194906,0.0027849572252912945
2025-05,MFG-00141,45,0.0010082003791645297,0.0006961332865659834
2025-05,MFG-00028,44,0.007268143848031975,0.0012410103566284037
2025-05,WHS-00050,33,0.00809203591207458,0.002670404486667559
2025-05,WHS-00064,31,0.014034843055979244,0.003419179710095478
2025-05,WHS-00026,31,0.008434538024797137,0.003003798648244432
2025-05,WHS-00002,31,0.010065729769144506,0.003895091376489306
2025-05,DST-00147,31,0.009979020629514763,0.0013318178845946218
2025-05,WHS-00080,29,0.003930762550453858,0.0028333511901531307
2025-05,WHS-00025,29,0.006001145923578001,0.0024236170208756947
2025-05,WHS-00066,29,0.005714860992603496,0.002451527437527935
2025-05,WHS-00069,29,0.011310393180137173,0.0031502621999575367
2025-05,WHS-00038,28,0.007323717455699884,0.002741668503821934
2025-05,WHS-00068,28,0.012940180550659293,0.00217216248947959
2025-05,MFG-00089,27,0.0035445062913124657,0.0015488655464393143
2025-05,WHS-00030,27,0.0057111862467661735,0.0024934197153381552
2025-05,WHS-00091,27,0.009228846102173506,0.0022388516161060954
2025-05,WHS-00020,27,0.008658189894752642,0.002972094175922357
2025-05,WHS-00031,27,0.004693201355833815,0.0024105516122024575
2025-05,MFG-00082,27,0.002231810042056887,0.0013870165165050163
2025-05,WHS-00067,26,0.006848604395720593,0.002262124436628153
2025-06,MFG-00141,45,0.0009852097290863713,0.0005701754984952209
2025-06,MFG-00028,44,0.0070075516238140385,0.0011395691479821183
2025-06,WHS-00026,33,0.009131228403686338,0.0026196273052357492
2025-06,WHS-00002,31,0.009755348381191777,0.0028840195589568884
2025-06,WHS-00050,31,0.007455992947341081,0.0023130282605340726
2025-06,WHS-00064,31,0.012947047017696613,0.0035510325365048084
2025-06,WHS-00080,31,0.005021937517606299,0.002505609620954994
2025-06,WHS-00068,30,0.013300012870327853,0.002288737597821792
2025-06,WHS-00031,29,0.004386610178902734,0.002400073020699317
2025-06,DST-00147,29,0.00939735194731123,0.0019365963414677359
2025-06,WHS-00025,29,0.005556568308463964,0.001981400961455019
2025-06,WHS-00069,29,0.011250020934265163,0.0025611017499669367
2025-06,WHS-00091,28,0.00901529671474162,0.002293313566023328
2025-06,WHS-00038,28,0.007067592366606323,0.0031068764477076376
2025-06,WHS-00056,28,0.00434607096426316,0.002002600870261912
2025-06,WHS-00066,28,0.005271998131624138,0.002252861083897144
2025-06,WHS-00087,27,0.008551746855548947,0.0024503733716691356
2025-06,WHS-00030,27,0.00569994661050759,0.002498499174639888
2025-06,MFG-00082,27,0.002300633916007924,0.0013833712117821606
2025-06,WHS-00096,27,0.003301522240286278,0.0025672901501018093
2025-07,MFG-00141,44,0.0009421742596425296,0.0006922272118015909
2025-07,MFG-00028,43,0.007145004674129576,0.0012558497796140542
2025-07,WHS-00050,34,0.009378562934610589,0.002735333382483904
2025-07,WHS-00026,32,0.008836346590453206,0.0028795704136668617
2025-07,WHS-00080,31,0.005105049428720446,0.0025619003474412812
2025-07,WHS-00064,31,0.012865922137571631,0.003857757203798508
2025-07,WHS-00002,30,0.010143380247366853,0.0033681319156471565
2025-07,WHS-00031,30,0.004734993933288976,0.002834361514678511
2025-07,WHS-00069,30,0.010667269775442035,0.003269938801093562
2025-07,WHS-00025,30,0.005913428227515998,0.0025470452960251267
2025-07,DST-00147,29,0.00981768142120001,0.0017538533245350593
2025-07,WHS-00068,29,0.013700471781064207,0.0022570077176383954
2025-07,WHS-00066,28,0.004971973211111477,0.002233792805849715
2025-07,WHS-00056,28,0.004453166999714661,0.0018774872197561898
2025-07,MFG-00089,28,0.00406213759780816,0.001610701763774031
2025-07,WHS-00037,27,0.005398678666487747,0.0035942709692195
2025-07,WHS-00095,27,0.0,0.003762127939066355
2025-07,WHS-00024,27,0.004691614748546387,0.002362195857193847
2025-07,MFG-00082,27,0.0023286423171917647,0.001418056821364931
2025-07,WHS-00012,27,0.019718905654355436,0.002445489577298961
2025-08,MFG-00141,44,0.0009232418953003914,0.0006049298410192434
2025-08,MFG-00028,41,0.006631341782889192,0.001106468840174004
2025-08,WHS-00050,33,0.008655053120794832,0.002611479391707654
2025-08,WHS-00080,32,0.005062542699521024,0.002428716370367053
2025-08,WHS-00026,32,0.008424334846284142,0.002506100449277803
2025-08,WHS-00064,31,0.012974578213493597,0.003299684898402498
2025-08,WHS-00031,31,0.005535414304778677,0.0029182107305832723
2025-08,WHS-00002,30,0.00973434797236799,0.003094252197549866
2025-08,WHS-00025,30,0.005742351141987101,0.002451631155305342
2025-08,WHS-00069,30,0.01025726386909542,0.0029591311630833817
2025-08,DST-00147,29,0.009681170561837586,0.0017699510671023854
2025-08,MFG-00089,29,0.0045587868133154606,0.0014905309643369548
2025-08,WHS-00056,29,0.005022188687051245,0.002332889930664604
2025-08,WHS-00068,29,0.013455549669519024,0.0022497753434888063
2025-08,MFG-00082,28,0.002291178912812397,0.0015226463423957438
2025-08,WHS-00096,28,0.0029155485125410673,0.0027366834979654768
2025-08,WHS-00012,28,0.018485978452293363,0.0028069948918721544
2025-08,WHS-00038,28,0.0065062181041632815,0.0028017581287530322
2025-08,WHS-00024,27,0.0043645384934951886,0.002538908175171877
2025-08,WHS-00059,27,0.002938377149280261,0.0029851903272957512
2025-09,MFG-00141,44,0.0007649967850339353,0.0005736233559321729
2025-09,MFG-00028,39,0.006058992623202359,0.0009160010430758979
2025-09,WHS-00050,33,0.007991867646309679,0.002395881822424184
2025-09,WHS-00026,31,0.008525788768115052,0.0027816583070272858
2025-09,WHS-00064,31,0.012859577375864793,0.0043649686694707335
2025-09,WHS-00031,31,0.0054190667193783565,0.002843412556145668
2025-09,WHS-00068,30,0.01447100104958018,0.0022825229665730112
2025-09,DST-00147,30,0.011255018782061543,0.001826805172412349
2025-09,WHS-00069,30,0.010227507636749416,0.0028753618168614443
2025-09,WHS-00080,30,0.004438901293631934,0.0026893979709657766
2025-09,WHS-00056,29,0.004819697987851349,0.0022144983785638258
2025-09,WHS-00002,29,0.008454976870331716,0.003015175969098779
2025-09,WHS-00096,28,0.002726397685643175,0.002481240861199143
2025-09,MFG-00089,28,0.003704850077466674,0.0014713699884803739
2025-09,WHS-00091,28,0.00854718513693126,0.002533199854173745
2025-09,WHS-00038,28,0.0057795936351795795,0.0022892837323780853
2025-09,WHS-00066,28,0.005158915810162677,0.0026097661920985843
2025-09,WHS-00059,27,0.0028519379050111196,0.003390591417084345
2025-09,WHS-00025,27,0.004543377176393531,0.0025937713237316486
2025-09,MFG-00082,27,0.002166411250740272,0.0014171156041608297
2025-10,MFG-00141,43,0.0007322322939668742,0.0006063740502937791
2025-10,MFG-00028,39,0.00640557145105163,0.0009667446619607588
2025-10,WHS-00050,32,0.006897819902880002,0.002463586630019126
2025-10,WHS-00031,31,0.0032959175606407133,0.0025794892171430044
2025-10,WHS-00064,31,0.01289509975828798,0.0033114687635962467
2025-10,DST-00147,31,0.012202911247047499,0.002243938024487346
2025-10,WHS-00069,31,0.010078031442677146,0.0028469275614981695
