event_id,timestamp,event_type,organization_id,target_id,severity,description,month
EVT-00033,2024-05-01T00:00:00,organization_exit,SUP-00091,,medium,SUP-00091 became inactive in 2024-05,2024-05
EVT-00034,2024-05-01T00:00:00,organization_exit,WHS-00048,,medium,WHS-00048 became inactive in 2024-05,2024-05
EVT-00035,2024-05-01T00:00:00,organization_exit,DST-00170,,medium,DST-00170 became inactive in 2024-05,2024-05
EVT-00036,2024-05-01T00:00:00,organization_exit,MFG-00077,,medium,MFG-00077 became inactive in 2024-05,2024-05
EVT-00037,2024-05-01T00:00:00,organization_exit,SUP-00255,,medium,SUP-00255 became inactive in 2024-05,2024-05
EVT-00038,2024-05-01T00:00:00,organization_exit,RET-00060,,medium,RET-00060 became inactive in 2024-05,2024-05
EVT-00039,2024-05-01T00:00:00,organization_exit,WHS-00084,,medium,WHS-00084 became inactive in 2024-05,2024-05
EVT-00040,2024-05-01T00:00:00,organization_exit,SUP-00168,,medium,SUP-00168 became inactive in 2024-05,2024-05
EVT-00041,2024-06-01T00:00:00,organization_exit,DST-00054,,medium,DST-00054 became inactive in 2024-06,2024-06
EVT-00042,2024-06-01T00:00:00,organization_exit,SUP-00158,,medium,SUP-00158 became inactive in 2024-06,2024-06
EVT-00043,2024-06-01T00:00:00,organization_exit,MFG-00131,,medium,MFG-00131 became inactive in 2024-06,2024-06
EVT-00044,2024-06-01T00:00:00,organization_exit,MFG-00018,,medium,MFG-00018 became inactive in 2024-06,2024-06
EVT-00045,2024-06-01T00:00:00,organization_exit,MFG-00092,,medium,MFG-00092 became inactive in 2024-06,2024-06
EVT-00046,2024-06-01T00:00:00,organization_exit,SUP-00295,,medium,SUP-00295 became inactive in 2024-06,2024-06
EVT-00047,2024-06-01T00:00:00,organization_exit,DST-00179,,medium,DST-00179 became inactive in 2024-06,2024-06
EVT-00048,2024-06-01T00:00:00,organization_exit,RET-00031,,medium,RET-00031 became inactive in 2024-06,2024-06
EVT-00049,2024-06-01T00:00:00,organization_exit,DST-00130,,medium,DST-00130 became inactive in 2024-06,2024-06
EVT-00050,2024-06-01T00:00:00,organization_exit,DST-00132,,medium,DST-00132 became inactive in 2024-06,2024-06
EVT-00051,2024-07-01T00:00:00,organization_exit,DST-00152,,medium,DST-00152 became inactive in 2024-07,2024-07
EVT-00052,2024-07-01T00:00:00,organization_exit,DST-00143,,medium,DST-00143 became inactive in 2024-07,2024-07
EVT-00053,2024-07-01T00:00:00,organization_exit,RET-00147,,medium,RET-00147 became inactive in 2024-07,2024-07
EVT-00054,2024-07-01T00:00:00,organization_exit,WHS-00015,,medium,WHS-00015 became inactive in 2024-07,2024-07
EVT-00055,2024-07-01T00:00:00,organization_exit,MFG-00109,,medium,MFG-00109 became inactive in 2024-07,2024-07
EVT-00056,2024-07-01T00:00:00,organization_exit,DST-00186,,medium,DST-00186 became inactive in 2024-07,2024-07
EVT-00057,2024-07-01T00:00:00,organization_exit,WHS-00017,,medium,WHS-00017 became inactive in 2024-07,2024-07
EVT-00058,2024-07-01T00:00:00,organization_exit,SUP-00137,,medium,SUP-00137 became inactive in 2024-07,2024-07
EVT-00059,2024-07-01T00:00:00,organization_exit,SUP-00100,,medium,SUP-00100 became inactive in 2024-07,2024-07
EVT-00060,2024-07-01T00:00:00,organization_exit,SUP-00190,,medium,SUP-00190 became inactive in 2024-07,2024-07
EVT-00061,2024-08-01T00:00:00,organization_exit,LOG-00026,,medium,LOG-00026 became inactive in 2024-08,2024-08
EVT-00062,2024-08-01T00:00:00,organization_exit,SUP-00087,,medium,SUP-00087 became inactive in 2024-08,2024-08
EVT-00063,2024-08-01T00:00:00,organization_exit,MFG-00118,,medium,MFG-00118 became inactive in 2024-08,2024-08
EVT-00064,2024-08-01T00:00:00,organization_exit,DST-00091,,medium,DST-00091 became inactive in 2024-08,2024-08
EVT-00065,2024-08-01T00:00:00,organization_exit,MFG-00038,,medium,MFG-00038 became inactive in 2024-08,2024-08
EVT-00066,2024-08-01T00:00:00,organization_exit,WHS-00032,,medium,WHS-00032 became inactive in 2024-08,2024-08
EVT-00067,2024-08-01T00:00:00,organization_exit,SUP-00206,,medium,SUP-00206 became inactive in 2024-08,2024-08
EVT-00068,2024-08-01T00:00:00,organization_exit,LOG-00054,,medium,LOG-00054 became inactive in 2024-08,2024-08
EVT-00069,2024-08-01T00:00:00,organization_exit,LOG-00032,,medium,LOG-00032 became inactive in 2024-08,2024-08
EVT-00070,2024-09-01T00:00:00,organization_exit,LOG-00076,,medium,LOG-00076 became inactive in 2024-09,2024-09
EVT-00071,2024-09-01T00:00:00,organization_exit,SUP-00142,,medium,SUP-00142 became inactive in 2024-09,2024-09
EVT-00072,2024-09-01T00:00:00,organization_exit,SUP-00010,,medium,SUP-00010 became inactive in 2024-09,2024-09
EVT-00073,2024-09-01T00:00:00,organization_exit,RET-00015,,medium,RET-00015 became inactive in 2024-09,2024-09
EVT-00074,2024-09-01T00:00:00,organization_exit,SUP-00284,,medium,SUP-00284 became inactive in 2024-09,2024-09
EVT-00075,2024-09-01T00:00:00,organization_exit,DST-00007,,medium,DST-00007 became inactive in 2024-09,2024-09
EVT-00076,2024-09-01T00:00:00,organization_exit,SUP-00215,,medium,SUP-00215 became inactive in 2024-09,2024-09
EVT-00077,2024-09-01T00:00:00,organization_exit,RET-00002,,medium,RET-00002 became inactive in 2024-09,2024-09
EVT-00078,2024-09-01T00:00:00,organization_exit,MFG-00027,,medium,MFG-00027 became inactive in 2024-09,2024-09
EVT-00079,2024-10-01T00:00:00,organization_exit,MFG-00015,,medium,MFG-00015 became inactive in 2024-10,2024-10
EVT-00080,2024-10-01T00:00:00,organization_exit,WHS-00046,,medium,WHS-00046 became inactive in 2024-10,2024-10
EVT-00081,2024-10-01T00:00:00,organization_exit,DST-00076,,medium,DST-00076 became inactive in 2024-10,2024-10
EVT-00082,2024-10-01T00:00:00,organization_exit,RET-00074,,medium,RET-00074 became inactive in 2024-10,2024-10
EVT-00083,2024-10-01T00:00:00,organization_exit,SUP-00161,,medium,SUP-00161 became inactive in 2024-10,2024-10
EVT-00084,2024-10-01T00:00:00,organization_exit,DST-00095,,medium,DST-00095 became inactive in 2024-10,2024-10
EVT-00085,2024-10-01T00:00:00,organization_exit,WHS-00021,,medium,WHS-00021 became inactive in 2024-10,2024-10
EVT-00086,2024-10-01T00:00:00,organization_exit,LOG-00004,,medium,LOG-00004 became inactive in 2024-10,2024-10
EVT-00087,2024-10-01T00:00:00,organization_exit,DST-00017,,medium,DST-00017 became inactive in 2024-10,2024-10
EVT-00088,2024-11-01T00:00:00,organization_exit,RET-00094,,medium,RET-00094 became inactive in 2024-11,2024-11
EVT-00089,2024-11-01T00:00:00,organization_exit,LOG-00034,,medium,LOG-00034 became inactive in 2024-11,2024-11
EVT-00090,2024-11-01T00:00:00,organization_exit,DST-00005,,medium,DST-00005 became inactive in 2024-11,2024-11
EVT-00091,2024-11-01T00:00:00,organization_exit,DST-00071,,medium,DST-00071 became inactive in 2024-11,2024-11
EVT-00092,2024-11-01T00:00:00,organization_exit,DST-00101,,medium,DST-00101 became inactive in 2024-11,2024-11
EVT-00093,2024-11-01T00:00:00,organization_exit,MFG-00087,,medium,MFG-00087 became inactive in 2024-11,2024-11
EVT-00094,2024-11-01T00:00:00,organization_exit,MFG-00110,,medium,MFG-00110 became inactive in 2024-11,2024-11
EVT-00095,2024-11-01T00:00:00,organization_exit,MFG-00031,,medium,MFG-00031 became inactive in 2024-11,2024-11
EVT-00096,2024-11-01T00:00:00,organization_exit,SUP-00245,,medium,SUP-00245 became inactive in 2024-11,2024-11
EVT-00097,2024-12-01T00:00:00,disruption,,,high,Supply disruption in month 2024-12: 466 edges impacted,2024-12
EVT-00098,2024-12-01T00:00:00,organization_exit,RET-00087,,medium,RET-00087 became inactive in 2024-12,2024-12
EVT-00099,2024-12-01T00:00:00,organization_exit,SUP-00225,,medium,SUP-00225 became inactive in 2024-12,2024-12
EVT-00100,2024-12-01T00:00:00,organization_exit,RET-00023,,medium,RET-00023 became inactive in 2024-12,2024-12
EVT-00101,2024-12-01T00:00:00,organization_exit,DST-00051,,medium,DST-00051 became inactive in 2024-12,2024-12
EVT-00102,2024-12-01T00:00:00,organization_exit,LOG-00093,,medium,LOG-00093 became inactive in 2024-12,2024-12
EVT-00103,2024-12-01T00:00:00,organization_exit,LOG-00090,,medium,LOG-00090 became inactive in 2024-12,2024-12
EVT-00104,2024-12-01T00:00:00,organization_exit,SUP-00196,,medium,SUP-00196 became inactive in 2024-12,2024-12
EVT-00105,2024-12-01T00:00:00,organization_exit,MFG-00048,,medium,MFG-00048 became inactive in 2024-12,2024-12
EVT-00106,2024-12-01T00:00:00,organization_exit,MFG-00106,,medium,MFG-00106 became inactive in 2024-12,2024-12
EVT-00107,2025-01-01T00:00:00,organization_exit,SUP-00235,,medium,SUP-00235 became inactive in 2025-01,2025-01
EVT-00108,2025-01-01T00:00:00,organization_exit,DST-00094,,medium,DST-00094 became inactive in 2025-01,2025-01
EVT-00109,2025-01-01T00:00:00,organization_exit,LOG-00065,,medium,LOG-00065 became inactive in 2025-01,2025-01
EVT-00110,2025-01-01T00:00:00,organization_exit,SUP-00155,,medium,SUP-00155 became inactive in 2025-01,2025-01
EVT-00111,2025-01-01T00:00:00,organization_exit,SUP-00233,,medium,SUP-00233 became inactive in 2025-01,2025-01
EVT-00112,2025-01-01T00:00:00,organization_exit,MFG-00091,,medium,MFG-00091 became inactive in 2025-01,2025-01
EVT-00113,2025-01-01T00:00:00,organization_exit,DST-00114,,medium,DST-00114 became inactive in 2025-01,2025-01
EVT-00114,2025-01-01T00:00:00,organization_exit,SUP-00259,,medium,SUP-00259 became inactive in 2025-01,2025-01
EVT-00115,2025-01-01T00:00:00,organization_exit,RET-00021,,medium,RET-00021 became inactive in 2025-01,2025-01
EVT-00116,2025-02-01T00:00:00,organization_exit,SUP-00065,,medium,SUP-00065 became inactive in 2025-02,2025-02
EVT-00117,2025-02-01T00:00:00,organization_exit,LOG-00056,,medium,LOG-00056 became inactive in 2025-02,2025-02
EVT-00118,2025-02-01T00:00:00,organization_exit,SUP-00275,,medium,SUP-00275 became inactive in 2025-02,2025-02
EVT-00119,2025-02-01T00:00:00,organization_exit,LOG-00023,,medium,LOG-00023 became inactive in 2025-02,2025-02
EVT-00120,2025-02-01T00:00:00,organization_exit,WHS-00022,,medium,WHS-00022 became inactive in 2025-02,2025-02
EVT-00121,2025-02-01T00:00:00,organization_exit,DST-00175,,medium,DST-00175 became inactive in 2025-02,2025-02
EVT-00122,2025-02-01T00:00:00,organization_exit,MFG-00098,,medium,MFG-00098 became inactive in 2025-02,2025-02
EVT-00123,2025-02-01T00:00:00,organization_exit,SUP-00131,,medium,SUP-00131 became inactive in 2025-02,2025-02
EVT-00124,2025-02-01T00:00:00,organization_exit,RET-00090,,medium,RET-00090 became inactive in 2025-02,2025-02
EVT-00125,2025-03-01T00:00:00,organization_exit,SUP-00220,,medium,SUP-00220 became inactive in 2025-03,2025-03
EVT-00126,2025-03-01T00:00:00,organization_exit,SUP-00073,,medium,SUP-00073 became inactive in 2025-03,2025-03
EVT-00127,2025-03-01T00:00:00,organization_exit,WHS-00004,,medium,WHS-00004 became inactive in 2025-03,2025-03
EVT-00128,2025-03-01T00:00:00,organization_exit,SUP-00169,,medium,SUP-00169 became inactive in 2025-03,2025-03
EVT-00129,2025-03-01T00:00:00,organization_exit,DST-00133,,medium,DST-00133 became inactive in 2025-03,2025-03
EVT-00130,2025-03-01T00:00:00,organization_exit,DST-00075,,medium,DST-00075 became inactive in 2025-03,2025-03
EVT-00131,2025-03-01T00:00:00,organization_exit,SUP-00062,,medium,SUP-00062 became inactive in 2025-03,2025-03
EVT-00132,2025-03-01T00:00:00,organization_exit,LOG-00031,,medium,LOG-00031 became inactive in 2025-03,2025-03
EVT-00133,2025-03-01T00:00:00,organization_exit,SUP-00030,,medium,SUP-00030 became inactive in 2025-03,2025-03
EVT-00134,2025-04-01T00:00:00,organization_exit,SUP-00288,,medium,SUP-00288 became inactive in 2025-04,2025-04
EVT-00135,2025-04-01T00:00:00,organization_exit,SUP-00130,,medium,SUP-00130 became inactive in 2025-04,2025-04
EVT-00136,2025-04-01T00:00:00,organization_exit,WHS-00070,,medium,WHS-00070 became inactive in 2025-04,2025-04
EVT-00137,2025-04-01T00:00:00,organization_exit,SUP-00210,,medium,SUP-00210 became inactive in 2025-04,2025-04
EVT-00138,2025-04-01T00:00:00,organization_exit,SUP-00248,,medium,SUP-00248 became inactive in 2025-04,2025-04
EVT-00139,2025-04-01T00:00:00,organization_exit,DST-00023,,medium,DST-00023 became inactive in 2025-04,2025-04
EVT-00140,2025-04-01T00:00:00,organization_exit,MFG-00012,,medium,MFG-00012 became inactive in 2025-04,2025-04
EVT-00141,2025-04-01T00:00:00,organization_exit,MFG-00053,,medium,MFG-00053 became inactive in 2025-04,2025-04
EVT-00142,2025-04-01T00:00:00,organization_exit,RET-00048,,medium,RET-00048 became inactive in 2025-04,2025-04
EVT-00143,2025-05-01T00:00:00,organization_exit,DST-00038,,medium,DST-00038 became inactive in 2025-05,2025-05
EVT-00144,2025-05-01T00:00:00,organization_exit,WHS-00041,,medium,WHS-00041 became inactive in 2025-05,2025-05
EVT-00145,2025-05-01T00:00:00,organization_exit,SUP-00042,,medium,SUP-00042 became inactive in 2025-05,2025-05
EVT-00146,2025-05-01T00:00:00,organization_exit,MFG-00097,,medium,MFG-00097 became inactive in 2025-05,2025-05
EVT-00147,2025-05-01T00:00:00,organization_exit,SUP-00046,,medium,SUP-00046 became inactive in 2025-05,2025-05
EVT-00148,2025-05-01T00:00:00,organization_exit,MFG-00111,,medium,MFG-00111 became inactive in 2025-05,2025-05
EVT-00149,2025-05-01T00:00:00,organization_exit,RET-00054,,medium,RET-00054 became inactive in 2025-05,2025-05
EVT-00150,2025-05-01T00:00:00,organization_exit,RET-00064,,medium,RET-00064 became inactive in 2025-05,2025-05
EVT-00151,2025-05-01T00:00:00,organization_exit,SUP-00032,,medium,SUP-00032 became inactive in 2025-05,2025-05
EVT-00152,2025-06-01T00:00:00,disruption,,,high,Supply disruption in month 2025-06: 453 edges impacted,2025-06
EVT-00153,2025-06-01T00:00:00,organization_exit,SUP-00123,,medium,SUP-00123 became inactive in 2025-06,2025-06
EVT-00154,2025-06-01T00:00:00,organization_exit,SUP-00285,,medium,SUP-00285 became inactive in 2025-06,2025-06
EVT-00155,2025-06-01T00:00:00,organization_exit,DST-00033,,medium,DST-00033 became inactive in 2025-06,2025-06
EVT-00156,2025-06-01T00:00:00,organization_exit,WHS-00099,,medium,WHS-00099 became inactive in 2025-06,2025-06
EVT-00157,2025-06-01T00:00:00,organization_exit,LOG-00027,,medium,LOG-00027 became inactive in 2025-06,2025-06
EVT-00158,2025-06-01T00:00:00,organization_exit,SUP-00160,,medium,SUP-00160 became inactive in 2025-06,2025-06
EVT-00159,2025-06-01T00:00:00,organization_exit,WHS-00019,,medium,WHS-00019 became inactive in 2025-06,2025-06
EVT-00160,2025-06-01T00:00:00,organization_exit,SUP-00219,,medium,SUP-00219 became inactive in 2025-06,2025-06
EVT-00161,2025-07-01T00:00:00,organization_exit,RET-00046,,medium,RET-00046 became inactive in 2025-07,2025-07
EVT-00162,2025-07-01T00:00:00,organization_exit,LOG-00074,,medium,LOG-00074 became inactive in 2025-07,2025-07
EVT-00163,2025-07-01T00:00:00,organization_exit,DST-00182,,medium,DST-00182 became inactive in 2025-07,2025-07
EVT-00164,2025-07-01T00:00:00,organization_exit,MFG-00024,,medium,MFG-00024 became inactive in 2025-07,2025-07
EVT-00165,2025-07-01T00:00:00,organization_exit,DST-00144,,medium,DST-00144 became inactive in 2025-07,2025-07
EVT-00166,2025-07-01T00:00:00,organization_exit,RET-00120,,medium,RET-00120 became inactive in 2025-07,2025-07
EVT-00167,2025-07-01T00:00:00,organization_exit,SUP-00063,,medium,SUP-00063 became inactive in 2025-07,2025-07
EVT-00168,2025-07-01T00:00:00,organization_exit,SUP-00290,,medium,SUP-00290 became inactive in 2025-07,2025-07
EVT-00169,2025-08-01T00:00:00,organization_exit,DST-00088,,medium,DST-00088 became inactive in 2025-08,2025-08
EVT-00170,2025-08-01T00:00:00,organization_exit,DST-00074,,medium,DST-00074 became inactive in 2025-08,2025-08
EVT-00171,2025-08-01T00:00:00,organization_exit,MFG-00138,,medium,MFG-00138 became inactive in 2025-08,2025-08
EVT-00172,2025-08-01T00:00:00,organization_exit,LOG-00046,,medium,LOG-00046 became inactive in 2025-08,2025-08
EVT-00173,2025-08-01T00:00:00,organization_exit,DST-00161,,medium,DST-00161 became inactive in 2025-08,2025-08
EVT-00174,2025-08-01T00:00:00,organization_exit,SUP-00072,,medium,SUP-00072 became inactive in 2025-08,2025-08
EVT-00175,2025-08-01T00:00:00,organization_exit,SUP-00253,,medium,SUP-00253 became inactive in 2025-08,2025-08
EVT-00176,2025-08-01T00:00:00,organization_exit,RET-00135,,medium,RET-00135 became inactive in 2025-08,2025-08
EVT-00177,2025-09-01T00:00:00,organization_exit,SUP-00229,,medium,SUP-00229 became inactive in 2025-09,2025-09
EVT-00178,2025-09-01T00:00:00,organization_exit,SUP-00227,,medium,SUP-00227 became inactive in 2025-09,2025-09
EVT-00179,2025-09-01T00:00:00,organization_exit,DST-00097,,medium,DST-00097 became inactive in 2025-09,2025-09
EVT-00180,2025-09-01T00:00:00,organization_exit,MFG-00114,,medium,MFG-00114 became inactive in 2025-09,2025-09
EVT-00181,2025-09-01T00:00:00,organization_exit,DST-00068,,medium,DST-00068 became inactive in 2025-09,2025-09
EVT-00182,2025-09-01T00:00:00,organization_exit,WHS-00034,,medium,WHS-00034 became inactive in 2025-09,2025-09
EVT-00183,2025-09-01T00:00:00,organization_exit,WHS-00090,,medium,WHS-00090 became inactive in 2025-09,2025-09
EVT-00184,2025-09-01T00:00:00,organization_exit,SUP-00189,,medium,SUP-00189 became inactive in 2025-09,2025-09
EVT-00185,2025-10-01T00:00:00,organization_exit,MFG-00090,,medium,MFG-00090 became inactive in 2025-10,2025-10
EVT-00186,2025-10-01T00:00:00,organization_exit,MFG-00115,,medium,MFG-00115 became inactive in 2025-10,2025-10
EVT-00187,2025-10-01T00:00:00,organization_exit,DST-00142,,medium,DST-00142 became inactive in 2025-10,2025-10
EVT-00188,2025-10-01T00:00:00,organization_exit,DST-00165,,medium,DST-00165 became inactive in 2025-10,2025-10
EVT-00189,2025-10-01T00:00:00,organization_exit,MFG-00139,,medium,MFG-00139 became inactive in 2025-10,2025-10
EVT-00190,2025-10-01T00:00:00,organization_exit,LOG-00068,,medium,LOG-00068 became inactive in 2025-10,2025-10
EVT-00191,2025-10-01T00:00:00,organization_exit,MFG-00125,,medium,MFG-00125 became inactive in 2025-10,2025-10
EVT-00192,2025-10-01T00:00:00,organization_exit,DST-00016,,medium,DST-00016 became inactive in 2025-10,2025-10
EVT-00193,2025-11-01T00:00:00,organization_exit,SUP-00207,,medium,SUP-00207 became inactive in 2025-11,2025-11
EVT-00194,2025-11-01T00:00:00,organization_exit,WHS-00085,,medium,WHS-00085 became inactive in 2025-11,2025-11
EVT-00195,2025-11-01T00:00:00,organization_exit,DST-00022,,medium,DST-00022 became inactive in 2025-11,2025-11
EVT-00196,2025-11-01T00:00:00,organization_exit,SUP-00071,,medium,SUP-00071 became inactive in 2025-11,2025-11
EVT-00197,2025-11-01T00:00:00,organization_exit,SUP-00002,,medium,SUP-00002 became inactive in 2025-11,2025-11
EVT-00198,2025-11-01T00:00:00,organization_exit,LOG-00098,,medium,LOG-00098 became inactive in 2025-11,2025-11
EVT-00199,2025-11-01T00:00:00,organization_exit,SUP-00173,,medium,SUP-00173 became inactive in 2025-11,2025-11
EVT-00200,2025-11-01T00:00:00,organization_exit,DST-00140,,medium,DST-00140 became inactive in 2025-11,2025-11
EVT-00201,2025-12-01T00:00:00,organization_exit,SUP-00040,,medium,SUP-00040 became inactive in 2025-12,2025-12
EVT-00202,2025-12-01T00:00:00,organization_exit,DST-00044,,medium,DST-00044 became inactive in 2025-12,2025-12
EVT-00203,2025-12-01T00:00:00,organization_exit,DST-00070,,medium,DST-00070 became inactive in 2025-12,2025-12
EVT-00204,2025-12-01T00:00:00,organization_exit,SUP-00144,,medium,SUP-00144 became inactive in 2025-12,2025-12
EVT-00205,2025-12-01T00:00:00,organization_exit,WHS-00055,,medium,WHS-00055 became inactive in 2025-12,2025-12
EVT-00206,2025-12-01T00:00:00,organization_exit,RET-00102,,medium,RET-00102 became inactive in 2025-12,2025-12
EVT-00207,2025-12-01T00:00:00,organization_exit,SUP-00209,,medium,SUP-00209 became inactive in 2025-12,2025-12
EVT-00208,2025-12-01T00:00:00,organization_exit,DST-00102,,medium,DST-00102 became inactive in 2025-12,2025-12
